players,strategies,max_error
90,4,3.595073691153392e-11
90,5,1.3362937294420989e-11
90,6,5.6821646816352945e-11
90,7,NaN
90,8,NaN
90,9,NaN
90,10,NaN
91,2,4.085724544892952e-14
91,3,1.442373692594147e-11
91,4,9.563755309084434e-11
91,5,2.720483759197369e-10
91,6,NaN
91,7,NaN
91,8,NaN
91,9,NaN
91,10,NaN
92,2,1.0937008331963411e-10
92,3,1.97572326986401e-11
92,4,2.4939677228255855e-10
92,5,1.864842398140542e-10
92,6,NaN
92,7,NaN
92,8,NaN
92,9,NaN
92,10,NaN
93,2,4.0083352179240445e-12
93,3,1.6544920880397767e-11
93,4,1.6367902427007085e-10
93,5,1.2517046844805851e-10
93,6,NaN
93,7,NaN
93,8,NaN
93,9,NaN
93,10,NaN
94,2,2.105737511451802e-11
94,3,3.134643605678325e-11
94,4,5.165827881536393e-11
94,5,4.5041495760924534e-10
94,6,NaN
94,7,NaN
94,8,NaN
94,9,NaN
94,10,NaN
95,2,6.727739150124836e-12
95,3,4.3813994809095556e-11
95,4,5.6868630696208166e-11
95,5,5.52863087203989e-11
95,6,NaN
95,7,NaN
95,8,NaN
95,9,NaN
95,10,NaN
96,2,6.525791579961591e-12
96,3,1.0982881538374753e-10
96,4,1.6427201249494625e-11
96,5,3.6644989688987036e-10
96,6,NaN
96,7,NaN
96,8,NaN
96,9,NaN
96,10,NaN
97,2,4.924595958767324e-12
97,3,5.1056468442508306e-12
97,4,5.346782409509841e-11
97,5,2.564825042152372e-10
97,6,NaN
97,7,NaN
97,8,NaN
97,9,NaN
97,10,NaN
98,2,7.029486867697816e-11
98,3,3.473066669427299e-11
98,4,2.8955118953276117e-12
98,5,1.0041470949722971e-11
98,6,NaN
98,7,NaN
98,8,NaN
98,9,NaN
98,10,NaN
99,2,1.0719399537841668e-11
99,3,1.1007337988468431e-11
99,4,5.0561598456986104e-11
99,5,1.090481552992644e-11
99,6,NaN
99,7,NaN
99,8,NaN
99,9,NaN
99,10,NaN
100,2,4.737987869253291e-9
100,3,1.6209027964498056e-10
100,4,1.0850437899915183e-10
100,5,1.6570430493839444e-10
100,6,NaN
100,7,NaN
100,8,NaN
100,9,NaN
100,10,NaN
101,2,4.5152284214021856e-11
101,3,1.3105521750096e-10
101,4,9.321469126717401e-11
101,5,9.852936124268391e-10
101,6,NaN
101,7,NaN
101,8,NaN
101,9,NaN
101,10,NaN
102,2,2.3804014288854984e-11
102,3,1.560153795017277e-10
102,4,3.2365737566939745e-11
102,5,8.729777831920572e-11
102,6,NaN
102,7,NaN
102,8,NaN
102,9,NaN
102,10,NaN
103,2,6.044390087045633e-12
103,3,6.145994776216802e-11
103,4,3.131270946967202e-11
103,5,1.6843972789917887e-10
103,6,NaN
103,7,NaN
103,8,NaN
103,9,NaN
103,10,NaN
104,2,4.5612694127135355e-11
104,3,1.3878877971749726e-10
104,4,7.066183721645965e-11
104,5,2.064817885287697e-10
104,6,NaN
104,7,NaN
104,8,NaN
104,9,NaN
104,10,NaN
105,2,4.52925528040149e-11
105,3,5.426985084072967e-10
105,4,1.0730512672483487e-9
105,5,2.2656608417094616e-9
105,6,NaN
105,7,NaN
105,8,NaN
105,9,NaN
105,10,NaN
106,2,5.006692500349314e-13
106,3,7.944105540065382e-11
106,4,3.911898742665674e-10
106,5,2.5956973626175977e-10
106,6,NaN
106,7,NaN
106,8,NaN
106,9,NaN
106,10,NaN
107,2,6.247979005896964e-11
107,3,1.1822088117889222e-10
107,4,6.197388347494598e-11
107,5,2.4307802748435797e-10
107,6,NaN
107,7,NaN
107,8,NaN
107,9,NaN
107,10,NaN
108,2,8.627017623243595e-12
108,3,4.839354716070299e-10
108,4,1.3950115247297182e-10
108,5,1.233524339648531e-10
108,6,NaN
108,7,NaN
108,8,NaN
108,9,NaN
108,10,NaN
109,2,5.208126327311391e-11
109,3,8.159727374739264e-11
109,4,9.279845486984447e-11
109,5,3.9027995568617783e-10
109,6,NaN
109,7,NaN
109,8,NaN
109,9,NaN
109,10,NaN
110,2,1.7574467024293284e-10
110,3,6.5033581633287694e-9
110,4,5.88743750454006e-10
110,5,3.871993611174909e-10
110,6,NaN
110,7,NaN
110,8,NaN
110,9,NaN
110,10,NaN
111,2,1.8526259518722502e-11
111,3,3.83828895055957e-10
111,4,3.489095931524852e-10
111,5,1.5925878415949358e-10
111,6,NaN
111,7,NaN
111,8,NaN
111,9,NaN
111,10,NaN
112,2,1.6719692780747054e-10
112,3,3.8305878431806995e-11
112,4,3.0759979650169395e-10
112,5,8.940568584768447e-11
112,6,NaN
112,7,NaN
112,8,NaN
112,9,NaN
112,10,NaN
113,2,1.8204048599458073e-10
113,3,4.3195537839245174e-10
113,4,3.066105915457184e-10
113,5,9.319506720485822e-10
113,6,NaN
113,7,NaN
113,8,NaN
113,9,NaN
113,10,NaN
114,2,2.6296819563711234e-10
114,3,1.531919412093321e-10
114,4,2.0175344217535985e-9
114,5,3.626316673571114e-10
114,6,NaN
114,7,NaN
114,8,NaN
114,9,NaN
114,10,NaN
115,2,9.832471469687866e-13
115,3,2.635136483395105e-10
115,4,6.711613632157808e-11
115,5,2.865682648644011e-10
115,6,NaN
115,7,NaN
115,8,NaN
115,9,NaN
115,10,NaN
116,2,3.60908934968939e-11
116,3,8.730269932042238e-11
116,4,1.3937173879450301e-11
116,5,3.24816406003638e-10
116,6,NaN
116,7,NaN
116,8,NaN
116,9,NaN
116,10,NaN
117,2,3.049420997046533e-11
117,3,1.7071552545328094e-10
117,4,4.888041924847555e-10
117,5,8.70358480981047e-10
117,6,NaN
117,7,NaN
117,8,NaN
117,9,NaN
117,10,NaN
118,2,2.921473737490215e-11
118,3,2.7222027379339087e-10
118,4,8.153240493783677e-10
118,5,1.3313504640851685e-9
118,6,NaN
118,7,NaN
118,8,NaN
118,9,NaN
118,10,NaN
119,2,1.7057658714252236e-10
119,3,3.3382124878271256e-10
119,4,9.626185190441796e-11
119,5,6.740659973602025e-10
119,6,NaN
119,7,NaN
119,8,NaN
119,9,NaN
119,10,NaN
120,2,1.5299462912416283e-11
120,3,6.058481572008623e-11
120,4,1.0127771885203641e-10
120,5,2.2394287520445973e-10
120,6,NaN
120,7,NaN
120,8,NaN
120,9,NaN
120,10,NaN
121,2,2.81817586836599e-10
121,3,2.3770093637611426e-10
121,4,7.733148129673493e-10
121,5,1.1871430295139873e-9
121,6,NaN
121,7,NaN
121,8,NaN
121,9,NaN
121,10,NaN
122,2,1.2716109542599936e-10
122,3,1.57913870393113e-10
122,4,4.2858286962594226e-10
122,5,5.865361063848162e-10
122,6,NaN
122,7,NaN
122,8,NaN
122,9,NaN
122,10,NaN
123,2,9.25063926061001e-11
123,3,1.6593245849458582e-10
123,4,1.9807744374938751e-10
123,5,8.318966202224992e-11
123,6,NaN
123,7,NaN
123,8,NaN
123,9,NaN
123,10,NaN
124,2,3.0081368066667973e-10
124,3,7.646153223762983e-10
124,4,7.411429316623479e-10
124,5,1.3919474131559333e-9
124,6,NaN
124,7,NaN
124,8,NaN
124,9,NaN
124,10,NaN
125,2,5.0066740980419944e-11
125,3,4.765162169979171e-10
125,4,5.3743722345148274e-11
125,5,3.5989302911916924e-11
125,6,NaN
125,7,NaN
125,8,NaN
125,9,NaN
125,10,NaN
126,2,1.9126042105143544e-11
126,3,3.1162452167339427e-10
126,4,4.131634660820143e-9
126,5,7.386463828945962e-10
126,6,NaN
126,7,NaN
126,8,NaN
126,9,NaN
126,10,NaN
127,2,2.7453507122855205e-11
127,3,3.501877721741705e-11
127,4,2.163340904876282e-10
127,5,8.521821999392293e-10
127,6,NaN
127,7,NaN
127,8,NaN
127,9,NaN
127,10,NaN
128,2,3.283879463429037e-11
128,3,4.3379515238055796e-11
128,4,9.739971153397307e-11
128,5,3.640153884430466e-10
128,6,NaN
128,7,NaN
128,8,NaN
128,9,NaN
128,10,NaN
129,2,1.3025324234257955e-9
129,3,3.0200285299877857e-10
129,4,1.4575347346871317e-9
129,5,1.332839595049685e-9
129,6,NaN
129,7,NaN
129,8,NaN
129,9,NaN
129,10,NaN
130,2,1.586969936511187e-11
130,3,3.183226588173029e-9
130,4,4.099094436889742e-10
130,5,1.013777859536036e-9
130,6,NaN
130,7,NaN
130,8,NaN
130,9,NaN
130,10,NaN
131,2,3.093769484717698e-11
131,3,2.319809615021956e-10
131,4,9.46560275975952e-10
131,5,1.2163649188610141e-10
131,6,NaN
131,7,NaN
131,8,NaN
131,9,NaN
131,10,NaN
132,2,1.5016511904095153e-10
132,3,1.0733228777049003e-9
132,4,1.6997916651779227e-9
132,5,4.3293516249585667e-10
132,6,NaN
132,7,NaN
132,8,NaN
132,9,NaN
132,10,NaN
133,2,3.847779117506298e-9
133,3,1.0185111920455536e-10
133,4,6.224893123235706e-11
133,5,1.403236064683759e-9
133,6,NaN
133,7,NaN
133,8,NaN
133,9,NaN
133,10,NaN
134,2,3.31423236781154e-11
134,3,1.2946754961200358e-10
134,4,4.5793239993769405e-10
134,5,2.3204784867308807e-10
134,6,NaN
134,7,NaN
134,8,NaN
134,9,NaN
134,10,NaN
135,2,2.9629970758196163e-8
135,3,3.353894236623869e-9
135,4,1.935726859891578e-10
135,5,2.0813176629583977e-9
135,6,NaN
135,7,NaN
135,8,NaN
135,9,NaN
135,10,NaN
136,2,1.2127357657984375e-12
136,3,2.949950780275854e-9
136,4,7.305100129161863e-10
136,5,1.638079450640903e-9
136,6,NaN
136,7,NaN
136,8,NaN
136,9,NaN
136,10,NaN
137,2,5.223814643882962e-10
137,3,2.7798380233620437e-10
137,4,3.7691863601226496e-10
137,5,5.087609179298164e-10
137,6,NaN
137,7,NaN
137,8,NaN
137,9,NaN
137,10,NaN
138,2,6.816556105091894e-11
138,3,5.934631538043247e-11
138,4,3.399092051565209e-10
138,5,3.020946794049908e-10
138,6,NaN
138,7,NaN
138,8,NaN
138,9,NaN
138,10,NaN
139,2,5.361913450576042e-9
139,3,7.663485603008226e-10
139,4,2.0214672729194696e-10
139,5,4.931226187563685e-10
139,6,NaN
139,7,NaN
139,8,NaN
139,9,NaN
139,10,NaN
140,2,1.2590978352953815e-9
140,3,8.858094397239687e-10
140,4,6.603456424136513e-10
140,5,6.790568601853571e-10
140,6,NaN
140,7,NaN
140,8,NaN
140,9,NaN
140,10,NaN
141,2,3.145935655890016e-10
141,3,1.8875123691809943e-10
141,4,8.614909948557005e-10
141,5,2.6337011333886752e-9
141,6,NaN
141,7,NaN
141,8,NaN
141,9,NaN
141,10,NaN
142,2,1.0561297997580214e-9
142,3,2.317337411070283e-9
142,4,7.064878679241641e-10
142,5,1.5012682399183992e-9
142,6,NaN
142,7,NaN
142,8,NaN
142,9,NaN
142,10,NaN
143,2,4.066109220076165e-10
143,3,9.81393741536934e-10
143,4,6.333769772717421e-10
143,5,1.650451969638727e-9
143,6,NaN
143,7,NaN
143,8,NaN
143,9,NaN
143,10,NaN
144,2,1.9093119242538313e-10
144,3,8.229476570763182e-10
144,4,2.0840547139091303e-10
144,5,6.680464611276835e-10
144,6,NaN
144,7,NaN
144,8,NaN
144,9,NaN
144,10,NaN
145,2,1.73368949536693e-11
145,3,1.488854711983041e-10
145,4,3.485084681531266e-10
145,5,3.775988819406779e-10
145,6,NaN
145,7,NaN
145,8,NaN
145,9,NaN
145,10,NaN
146,2,8.444776357023389e-10
146,3,6.715791309253965e-11
146,4,1.758437966820153e-9
146,5,2.1971874884410567e-9
146,6,NaN
146,7,NaN
146,8,NaN
146,9,NaN
146,10,NaN
147,2,1.3613600308434704e-9
147,3,2.462803474916461e-9
147,4,2.9372913788058815e-9
147,5,4.571390011811044e-9
147,6,NaN
147,7,NaN
147,8,NaN
147,9,NaN
147,10,NaN
148,2,5.2568589754636516e-11
148,3,2.1219767970116177e-9
148,4,4.124217747060438e-10
148,5,6.836329656567614e-10
148,6,NaN
148,7,NaN
148,8,NaN
148,9,NaN
148,10,NaN
149,2,2.256504539858892e-9
149,3,6.330278921100359e-10
149,4,1.160793985154579e-9
149,5,4.0301967795448e-10
149,6,NaN
149,7,NaN
149,8,NaN
149,9,NaN
149,10,NaN
150,2,2.913055400793329e-11
150,3,2.4184754806479518e-11
150,4,1.5465728761614084e-10
150,5,6.264038005363181e-10
150,6,NaN
150,7,NaN
150,8,NaN
150,9,NaN
150,10,NaN
151,2,3.8895808975069e-11
151,3,8.402269611931085e-10
151,4,1.1218183129889244e-8
151,5,2.305187359015268e-9
151,6,NaN
151,7,NaN
151,8,NaN
151,9,NaN
151,10,NaN
152,2,4.587115854473586e-10
152,3,4.460263655653288e-10
152,4,1.2446553782227874e-9
152,5,1.5265389656725168e-10
152,6,NaN
152,7,NaN
152,8,NaN
152,9,NaN
152,10,NaN
153,2,3.490023582708264e-11
153,3,4.754822558445875e-11
153,4,1.0333855620872136e-9
153,5,2.0134999152603847e-9
153,6,NaN
153,7,NaN
153,8,NaN
153,9,NaN
153,10,NaN
154,2,6.970634042285159e-12
154,3,4.6548668939944387e-10
154,4,1.4582219896364325e-9
154,5,1.5912047369706147e-11
154,6,NaN
154,7,NaN
154,8,NaN
154,9,NaN
154,10,NaN
155,2,3.358761999050976e-10
155,3,5.659962769522975e-10
155,4,1.5539613331924312e-9
155,5,2.2955120947323777e-9
155,6,NaN
155,7,NaN
155,8,NaN
155,9,NaN
155,10,NaN
156,2,2.2950478540690744e-11
156,3,1.0020612617472619e-9
156,4,1.7917304589595831e-9
156,5,3.765330511669706e-9
156,6,NaN
156,7,NaN
156,8,NaN
156,9,NaN
156,10,NaN
157,2,8.211498195356548e-10
157,3,1.857893858229698e-10
157,4,2.7630236405536683e-10
157,5,2.384136008550609e-10
157,6,NaN
157,7,NaN
157,8,NaN
157,9,NaN
157,10,NaN
158,2,1.3754467811718862e-8
158,3,1.1346595553776825e-9
158,4,1.4841301203517762e-9
158,5,5.92638155857144e-9
158,6,NaN
158,7,NaN
158,8,NaN
158,9,NaN
158,10,NaN
159,2,1.1159856677518874e-11
159,3,4.44826188584205e-9
159,4,3.4672515224378465e-10
159,5,7.391354429469784e-11
159,6,NaN
159,7,NaN
159,8,NaN
159,9,NaN
159,10,NaN
160,2,3.6995773193214285e-10
160,3,2.6535537630312575e-11
160,4,3.086116902381983e-11
160,5,5.520172146819539e-10
160,6,NaN
160,7,NaN
160,8,NaN
160,9,NaN
160,10,NaN
161,2,1.795011716505349e-10
161,3,6.0351922579435734e-9
161,4,3.9306587846946706e-10
161,5,9.297050552339966e-10
161,6,NaN
161,7,NaN
161,8,NaN
161,9,NaN
161,10,NaN
162,2,6.8561355218612335e-9
162,3,2.1931913020543147e-10
162,4,1.0171894550574234e-8
162,5,1.6073454992312612e-9
162,6,NaN
162,7,NaN
162,8,NaN
162,9,NaN
162,10,NaN
163,2,5.784341847889505e-10
163,3,1.254808317414209e-10
163,4,1.8421587958736106e-9
163,5,5.9653425268029026e-9
163,6,NaN
163,7,NaN
163,8,NaN
163,9,NaN
163,10,NaN
164,2,5.291108302618281e-10
164,3,1.6742202237042029e-10
164,4,4.452534694449065e-9
164,5,4.326024124944771e-9
164,6,NaN
164,7,NaN
164,8,NaN
164,9,NaN
164,10,NaN
165,2,2.381775843014386e-10
165,3,1.371014396459881e-9
165,4,3.002038811293879e-10
165,5,3.3331190991840962e-9
165,6,NaN
165,7,NaN
165,8,NaN
165,9,NaN
165,10,NaN
166,2,3.258540901439211e-10
166,3,2.5080788219192786e-10
166,4,9.253529830591459e-10
166,5,1.2822913418816313e-8
166,6,NaN
166,7,NaN
166,8,NaN
166,9,NaN
166,10,NaN
167,2,1.2183532457161187e-9
167,3,2.3581023788624776e-10
167,4,2.2922637924802523e-8
167,5,1.7732729490312411e-9
167,6,NaN
167,7,NaN
167,8,NaN
167,9,NaN
167,10,NaN
168,2,1.876533800613706e-9
168,3,5.312034892327361e-9
168,4,1.5979708628122734e-9
168,5,3.880269770502428e-9
168,6,NaN
168,7,NaN
168,8,NaN
168,9,NaN
168,10,NaN
169,2,3.3352049311279063e-9
169,3,3.9231070576119e-10
169,4,2.2028325441358548e-9
169,5,3.536504301842852e-9
169,6,NaN
169,7,NaN
169,8,NaN
169,9,NaN
169,10,NaN
170,2,2.2902457847671514e-12
170,3,9.69782439147297e-10
170,4,1.4575427694788005e-8
170,5,6.4601403561524855e-9
170,6,NaN
170,7,NaN
170,8,NaN
170,9,NaN
170,10,NaN
171,2,1.49910796326029e-9
171,3,1.2303973021920305e-9
171,4,1.8432977544563144e-10
171,5,2.175639840008033e-9
171,6,NaN
171,7,NaN
171,8,NaN
171,9,NaN
171,10,NaN
172,2,9.102185645957105e-13
172,3,4.3550137524714897e-10
172,4,8.831531136121224e-10
172,5,3.4884211952602917e-9
172,6,NaN
172,7,NaN
172,8,NaN
172,9,NaN
172,10,NaN
173,2,7.516922357254178e-9
173,3,7.720046357713833e-9
173,4,3.6589748729946546e-9
173,5,9.923479204752813e-10
173,6,NaN
173,7,NaN
173,8,NaN
173,9,NaN
173,10,NaN
174,2,1.4354924901658808e-9
174,3,8.344236386854898e-10
174,4,1.2842958480149021e-9
174,5,1.6736047258592684e-10
174,6,NaN
174,7,NaN
174,8,NaN
174,9,NaN
174,10,NaN
175,2,4.732055383333872e-10
175,3,2.2239892259822726e-8
175,4,1.7942863852124065e-9
175,5,2.832015265360972e-9
175,6,NaN
175,7,NaN
175,8,NaN
175,9,NaN
175,10,NaN
176,2,2.745650746400836e-12
176,3,9.130755768521214e-10
176,4,2.3363095346136726e-9
176,5,7.49178893350745e-9
176,6,NaN
176,7,NaN
176,8,NaN
176,9,NaN
176,10,NaN
177,2,1.8176476456814874e-9
177,3,1.114988829687586e-9
177,4,1.152866815535967e-9
177,5,3.505888943518628e-9
177,6,NaN
177,7,NaN
177,8,NaN
177,9,NaN
177,10,NaN
178,2,5.123952596228847e-11
178,3,1.659968118263687e-9
178,4,7.045178060932836e-10
178,5,2.7428325594151134e-9
178,6,NaN
178,7,NaN
178,8,NaN
178,9,NaN
178,10,NaN
179,2,7.578841928013061e-9
179,3,2.2287773298875085e-9
179,4,2.478902966820567e-10
179,5,2.074572485762492e-9
179,6,NaN
179,7,NaN
179,8,NaN
179,9,NaN
179,10,NaN
180,2,2.6690167772316098e-9
180,3,2.3641091560189956e-9
180,4,1.734593675731166e-8
180,5,3.0695686156944424e-9
180,6,NaN
180,7,NaN
180,8,NaN
180,9,NaN
180,10,NaN
181,2,2.1316423649589588e-11
181,3,9.059508808352929e-10
181,4,1.0362774345879494e-9
181,5,1.6537937403127622e-8
181,6,NaN
181,7,NaN
181,8,NaN
181,9,NaN
181,10,NaN
182,2,2.527890787562342e-9
182,3,6.027981619335201e-9
182,4,5.187734980285831e-9
182,5,9.436861306738184e-11
182,6,NaN
182,7,NaN
182,8,NaN
182,9,NaN
182,10,NaN
183,2,6.098008941758638e-9
183,3,6.601214593481165e-9
183,4,9.559763708013847e-9
183,5,1.911780210838752e-9
183,6,NaN
183,7,NaN
183,8,NaN
183,9,NaN
183,10,NaN
184,2,4.0209874617368743e-10
184,3,3.0854073575610508e-9
184,4,2.2841360375343881e-10
184,5,1.6299306296815507e-9
184,6,NaN
184,7,NaN
184,8,NaN
184,9,NaN
184,10,NaN
185,2,1.3001393943429712e-9
185,3,8.153184078026029e-9
185,4,1.89762668214218e-9
185,5,1.3647742472072592e-8
185,6,NaN
185,7,NaN
185,8,NaN
185,9,NaN
185,10,NaN
186,2,8.390726186270403e-12
186,3,2.002337423146953e-9
186,4,1.3369034052641014e-9
186,5,2.584816829430552e-9
186,6,NaN
186,7,NaN
186,8,NaN
186,9,NaN
186,10,NaN
187,2,4.8082434572954186e-11
187,3,6.178343413486468e-10
187,4,7.695842569007381e-9
187,5,1.3051805533392444e-9
187,6,NaN
187,7,NaN
187,8,NaN
187,9,NaN
187,10,NaN
188,2,4.4279117143114397e-10
188,3,1.0281701101636408e-10
188,4,1.4064193837335416e-9
188,5,4.959912508794312e-9
188,6,NaN
188,7,NaN
188,8,NaN
188,9,NaN
188,10,NaN
189,2,3.165002686090558e-9
189,3,6.968155852718925e-10
189,4,1.9315680769358198e-9
189,5,3.9426055278767635e-9
189,6,NaN
189,7,NaN
189,8,NaN
189,9,NaN
189,10,NaN
190,2,8.091896711338659e-11
190,3,9.566550301829335e-10
190,4,4.685989948882201e-9
190,5,7.237513760191438e-10
190,6,NaN
190,7,NaN
190,8,NaN
190,9,NaN
190,10,NaN
191,2,1.3661698786048807e-8
191,3,1.2793008906937708e-9
191,4,2.5426754515453748e-9
191,5,1.3130160449189987e-8
191,6,NaN
191,7,NaN
191,8,NaN
191,9,NaN
191,10,NaN
192,2,7.476217300524457e-9
192,3,3.197460410418355e-10
192,4,1.9332687797135823e-9
192,5,1.7363944155051265e-9
192,6,NaN
192,7,NaN
192,8,NaN
192,9,NaN
192,10,NaN
193,2,3.4157449589700536e-10
193,3,6.917949650412164e-11
193,4,3.396662419930782e-9
193,5,9.98372242417603e-10
193,6,NaN
193,7,NaN
193,8,NaN
193,9,NaN
193,10,NaN
194,2,4.434923497998434e-11
194,3,3.2962291018628273e-9
194,4,9.871410584822666e-10
194,5,5.515856850211926e-9
194,6,NaN
194,7,NaN
194,8,NaN
194,9,NaN
194,10,NaN
195,2,1.4195407342652206e-10
195,3,8.471320444393319e-10
195,4,3.930589755641648e-9
195,5,3.2770753399371818e-9
195,6,NaN
195,7,NaN
195,8,NaN
195,9,NaN
195,10,NaN
196,2,4.6096703657992013e-10
196,3,6.583355178052134e-9
196,4,1.7290482209887243e-8
196,5,5.857503574718907e-9
196,6,NaN
196,7,NaN
196,8,NaN
196,9,NaN
196,10,NaN
197,2,2.2650818665315931e-10
197,3,1.7752252163153224e-9
197,4,2.4340908930788864e-9
197,5,9.391855032958124e-9
197,6,NaN
197,7,NaN
197,8,NaN
197,9,NaN
197,10,NaN
198,2,2.8756615173201326e-9
198,3,6.945133059151896e-9
198,4,2.0173428551200934e-9
198,5,4.764878230573858e-9
198,6,NaN
198,7,NaN
198,8,NaN
198,9,NaN
198,10,NaN
199,2,1.1712002193074165e-10
199,3,7.382478191090496e-11
199,4,7.463460660714306e-9
199,5,NaN
199,6,NaN
199,7,NaN
199,8,NaN
199,9,NaN
199,10,NaN
200,2,3.4809202179198954e-10
200,3,3.5186157837463013e-10
200,4,1.2573273012864375e-9
200,5,NaN
200,6,NaN
200,7,NaN
200,8,NaN
200,9,NaN
200,10,NaN
